OBJECTID,area_ac,Shape__Area,Shape__Length
87,2.47,107622.034179688,1312.28624209314
88,2.47,107621.987304688,1312.28608592823
89,2.47,107621.993164063,1312.28613282133
90,2.47,107622.024414063,1312.28510489177
91,9.88,430487.557617188,3285.57908125328
92,4.94,215243.780273438,1973.29537745282
93,2.47,107621.908203125,1312.28545700005
94,2.47,107622.004882813,1312.28606597979
95,2.47,107621.994140625,1312.28611654061
96,29.65,1291463.1640625,7873.71158993682
97,2.47,107622.01171875,1312.28621736444
98,2.47,107622.006835938,1312.28619005018
99,17.3,753353.034179688,4597.80993102709
100,37.07,1614328.68457031,9847.00968266523
101,2.47,107622.024414063,1312.28629517995
102,182.86,7964037.55566406,20326.1292840026
103,12.36,538109.5703125,3946.59583738026
104,4.94,215243.915039063,1973.29883798646
105,2.47,107621.94140625,1312.28568064237
106,7.41,322866.05859375,2624.57272647694
107,2.47,107622.020507813,1312.28625163393
108,2.47,107622.021484375,1312.28626392206
109,2.47,107621.865234375,1312.28512449032
110,27.18,1183841.24511719,7232.1621021192
111,2.47,107622.005859375,1312.28607324252
112,2.47,107621.98046875,1312.28592254457
113,2.47,107622.185546875,1312.28605356843
114,2.47,107622.020507813,1312.28611957022
115,2.47,107622.084960938,1312.28542439438
116,2.47,107621.911132813,1312.2853787552
117,19.77,860974.854492188,5258.89140464959
118,2.47,107621.939453125,1312.28555840919
119,4.94,215243.740234375,1973.29045680775
120,2.47,107622.0625,1312.28630997564
121,2.47,107622.026367188,1312.28615561437
122,2.47,107621.943359375,1312.2856934334
123,2.47,107622.004882813,1312.28608372248
124,4.94,215243.807617188,1973.22787507669
125,2.47,107621.952148438,1312.28573032108
126,4.94,215243.931640625,1973.30306920853
127,2.47,107621.947265625,1312.28571215525
128,37.07,1614329.30273438,7212.70795299684
129,2.47,107621.948242188,1312.28568731051
130,4.94,215243.774414063,1973.30607352696
131,2.47,107622.01171875,1312.2861416194
132,4.94,215244.319335938,1973.18885467445
133,4.94,215244.326171875,1973.19530675847
134,7.41,322865.78515625,2624.57128964238
135,4.94,215243.75390625,1973.30224563648
136,17.3,753355.138671875,4597.76399299593
137,2.47,107621.8828125,1312.28454146264
138,2.47,107621.84765625,1312.28505754472
139,2.47,107621.888671875,1312.28534568767
140,2.47,107622.2265625,1312.28620245494
141,2.47,107621.868164063,1312.28504147666
142,2.47,107621.911132813,1312.28530924101
143,2.47,107621.920898438,1312.28546049018
144,1845.87,80393553.3125,63047.5442423999
145,9.88,430487.815429688,3275.90125658258
146,9.88,430488.737304688,3275.95027524767
147,2.47,107621.990234375,1312.28591829635
148,14.83,645733.299804688,3936.85743963332
149,2.47,107622.256835938,1312.28636732483
150,2.47,107621.990234375,1312.28588058307
151,12.36,538110.841796875,3936.85805870486
152,338.53,14744239.5390625,23659.2531367248
153,2.47,107622.256835938,1312.2863729921
154,299,13022259.9726563,24291.6569777398
155,7.41,322865.884765625,2624.57104168347
156,2.47,107621.889648438,1312.28510782138
157,2.47,107621.948242188,1312.28535755583
158,2.47,107621.858398438,1312.28487577703
159,2.47,107621.916992188,1312.2851835778
160,4.94,215243.973632813,1963.62437250045
161,2.47,107621.998046875,1312.28565633616
162,4.94,215243.743164063,1963.57036735756
163,2.47,107621.959960938,1312.28541705187
164,4.94,215243.641601563,1963.56595445053
165,2.47,107621.85546875,1312.28490448382
166,2.47,107621.880859375,1312.28504056794
167,2.47,107621.893554688,1312.28517894099
168,9.88,430487.608398438,2624.56930734244
169,2.47,107621.979492188,1312.28554402872
170,19.77,860975.682617188,4588.19032811602
171,2.47,107621.947265625,1312.28532466056
172,2.47,107621.770507813,1312.28432022344
173,2.47,107621.891601563,1312.28511183113
174,76.6,3336280.86523438,9827.71811948489
175,2.47,107621.77734375,1312.28441079436
176,4.94,215243.875,1963.62178950531
177,2.47,107621.915039063,1312.28512779258
178,4.94,215243.831054688,1973.29305123356
179,61.78,2690547.14941406,8544.36284226504
180,2.47,107621.991210938,1312.28558512663
181,4.94,215243.694335938,1963.5703831367
