GEO_ID,FIPS,NAME,DP05_0068E,DP05_0069E,DP05_0070E,DP05_0071E,DP05_0072E,DP05_0073E,DP05_0074E,DP05_0076E,DP05_0081E,DP05_0069PE,DP05_0070PE,DP05_0071PE,DP05_0072PE,DP05_0073PE,DP05_0074PE,DP05_0076PE,DP05_0082PE,Percent Nonwhite
1400000U,06037576301,Census Tract 5763.01; Los Angeles County; California,4756,2397,1263,137,297,44,1793,2441,2315,50.4,26.6,2.9,6.2,0.9,37.7,51.3,14.7,85.3
1400000U,06037576302,Census Tract 5763.02; Los Angeles County; California,2986,1571,361,72,272,0,1098,1767,1219,52.6,12.1,2.4,9.1,0,36.8,59.2,19.8,80.2
1400000U,06037576401,Census Tract 5764.01; Los Angeles County; California,3933,1354,204,240,521,0,2270,2954,979,34.4,5.2,6.1,13.2,0,57.7,75.1,8.3,91.7
1400000U,06037576402,Census Tract 5764.02; Los Angeles County; California,4256,1725,543,185,586,15,1693,2960,1296,40.5,12.8,4.3,13.8,0.4,39.8,69.5,6.5,93.5
1400000U,06037576403,Census Tract 5764.03; Los Angeles County; California,4814,1721,671,28,777,53,2126,2918,1896,35.7,13.9,0.6,16.1,1.1,44.2,60.6,10,90
1400000U,06037576501,Census Tract 5765.01; Los Angeles County; California,2805,1468,638,0,335,76,879,1066,1739,52.3,22.7,0,11.9,2.7,31.3,38,24.6,75.4
1400000U,06037576502,Census Tract 5765.02; Los Angeles County; California,4997,2595,1430,150,448,51,1226,2345,2652,51.9,28.6,3,9,1,24.5,46.9,24.2,75.8
1400000U,06037576503,Census Tract 5765.03; Los Angeles County; California,3919,2433,440,86,394,33,1082,2028,1891,62.1,11.2,2.2,10.1,0.8,27.6,51.7,30.5,69.5
1400000U,06037576601,Census Tract 5766.01; Los Angeles County; California,4193,2518,546,54,532,158,1088,1564,2629,60.1,13,1.3,12.7,3.8,25.9,37.3,32.6,67.4
1400000U,06037576602,Census Tract 5766.02; Los Angeles County; California,4601,3324,761,180,335,1,525,1206,3395,72.2,16.5,3.9,7.3,0,11.4,26.2,49.4,50.6
1400000U,06037576700,Census Tract 5767; Los Angeles County; California,4163,3391,282,71,362,111,435,1325,2838,81.5,6.8,1.7,8.7,2.7,10.4,31.8,50.5,49.5
1400000U,06037576801,Census Tract 5768.01; Los Angeles County; California,3760,2633,435,59,540,0,609,1297,2463,70,11.6,1.6,14.4,0,16.2,34.5,38.2,61.8
1400000U,06037576802,Census Tract 5768.02; Los Angeles County; California,4426,2960,493,104,376,16,935,1609,2817,66.9,11.1,2.3,8.5,0.4,21.1,36.4,43.8,56.2
1400000U,06037576901,Census Tract 5769.01; Los Angeles County; California,5152,2933,460,165,791,0,1106,3272,1880,56.9,8.9,3.2,15.4,0,21.5,63.5,11.3,88.7
1400000U,06037576903,Census Tract 5769.03; Los Angeles County; California,4018,2166,779,68,400,18,932,2124,1894,53.9,19.4,1.7,10,0.4,23.2,52.9,18.3,81.7
1400000U,06037576904,Census Tract 5769.04; Los Angeles County; California,3098,1765,582,82,300,0,675,1286,1812,57,18.8,2.6,9.7,0,21.8,41.5,33.2,66.8
1400000U,06037577000,Census Tract 5770; Los Angeles County; California,6993,4110,975,242,682,299,1329,2542,4451,58.8,13.9,3.5,9.8,4.3,19,36.4,36.7,63.3
1400000U,06037577100,Census Tract 5771; Los Angeles County; California,7452,6342,609,363,627,0,1066,2095,5357,85.1,8.2,4.9,8.4,0,14.3,28.1,56.6,43.4
1400000U,06037577200,Census Tract 5772; Los Angeles County; California,5893,4567,543,119,653,0,552,1281,4612,77.5,9.2,2,11.1,0,9.4,21.7,59.4,40.6
1400000U,06037577300,Census Tract 5773; Los Angeles County; California,5935,4538,380,217,494,347,586,1004,4931,76.5,6.4,3.7,8.3,5.8,9.9,16.9,58.7,41.3
1400000U,06037577400,Census Tract 5774; Los Angeles County; California,2807,2461,175,27,212,0,168,428,2379,87.7,6.2,1,7.6,0,6,15.2,73.3,26.7
1400000U,06037577501,Census Tract 5775.01; Los Angeles County; California,3333,2962,53,57,244,0,252,471,2862,88.9,1.6,1.7,7.3,0,7.6,14.1,75.2,24.8
1400000U,06037577504,Census Tract 5775.04; Los Angeles County; California,1372,1252,56,8,110,8,35,117,1255,91.3,4.1,0.6,8,0.6,2.6,8.5,77.3,22.7
1400000U,06037577602,Census Tract 5776.02; Los Angeles County; California,3229,2591,55,116,420,0,326,485,2744,80.2,1.7,3.6,13,0,10.1,15,68,32
1400000U,06037577604,Census Tract 5776.04; Los Angeles County; California,1655,1575,127,19,14,44,120,250,1405,95.2,7.7,1.1,0.8,2.7,7.3,15.1,74,26
1400000U,06037577605,Census Tract 5776.05; Los Angeles County; California,4661,4086,119,80,418,0,545,780,3881,87.7,2.6,1.7,9,0,11.7,16.7,71.7,28.3
1400000U,06037577606,Census Tract 5776.06; Los Angeles County; California,3875,3383,109,118,349,19,197,1077,2798,87.3,2.8,3,9,0.5,5.1,27.8,58.8,41.2
1400000U,06037577700,Census Tract 5777; Los Angeles County; California,4681,1666,1024,323,1286,356,1588,2454,2227,35.6,21.9,6.9,27.5,7.6,33.9,52.4,1.6,98.4
1400000U,06037577800,Census Tract 5778; Los Angeles County; California,4666,2266,14,314,606,0,2039,3460,1206,48.6,0.3,6.7,13,0,43.7,74.2,13.5,86.5
1400000U,06037577900,Census Tract 5779; Los Angeles County; California,5598,2880,929,281,1042,7,1118,1640,3958,51.4,16.6,5,18.6,0.1,20,29.3,34.2,65.8
1400000U,06037578000,Census Tract 5780; Los Angeles County; California,5360,2373,720,163,930,12,1890,3408,1952,44.3,13.4,3,17.4,0.2,35.3,63.6,7.5,92.5
1400000U,06037578100,Census Tract 5781; Los Angeles County; California,2249,1497,189,19,383,0,300,504,1745,66.6,8.4,0.8,17,0,13.3,22.4,52.2,47.8
1400000U,06037599000,Census Tract 5990; Los Angeles County; California,3258,3076,5,0,4,0,896,2091,1167,94.4,0.2,0,0.1,0,27.5,64.2,35.5,64.5
1400000U,06037599100,Census Tract 5991; Los Angeles County; California,723,480,62,47,61,0,208,238,485,66.4,8.6,6.5,8.4,0,28.8,32.9,46.2,53.8
1400000U,06037600100,Census Tract 6001; Los Angeles County; California,7184,2476,2380,40,0,0,3845,4889,2295,34.5,33.1,0.6,0,0,53.5,68.1,0.1,99.9
1400000U,06037600201,Census Tract 6002.01; Los Angeles County; California,5151,2208,1551,130,15,4,3266,3539,1612,42.9,30.1,2.5,0.3,0.1,63.4,68.7,0.3,99.7
1400000U,06037600202,Census Tract 6002.02; Los Angeles County; California,6923,1856,2140,133,303,428,3037,4339,2584,26.8,30.9,1.9,4.4,6.2,43.9,62.7,2.8,97.2
1400000U,06037600302,Census Tract 6003.02; Los Angeles County; California,2701,469,1624,0,0,49,725,984,1717,17.4,60.1,0,0,1.8,26.8,36.4,1.6,98.4
1400000U,06037600303,Census Tract 6003.03; Los Angeles County; California,4178,1694,1152,153,30,0,2793,2846,1332,40.5,27.6,3.7,0.7,0,66.9,68.1,0.1,99.9
1400000U,06037600304,Census Tract 6003.04; Los Angeles County; California,3946,2087,1097,20,4,0,2069,2883,1063,52.9,27.8,0.5,0.1,0,52.4,73.1,1.2,98.8
1400000U,06037600400,Census Tract 6004; Los Angeles County; California,4208,631,3090,64,135,0,812,827,3381,15,73.4,1.5,3.2,0,19.3,19.7,2.1,97.9
1400000U,06037600501,Census Tract 6005.01; Los Angeles County; California,2510,260,1980,0,25,0,379,419,2091,10.4,78.9,0,1,0,15.1,16.7,2.7,97.3
1400000U,06037600601,Census Tract 6006.01; Los Angeles County; California,2594,196,2296,62,17,10,203,242,2352,7.6,88.5,2.4,0.7,0.4,7.8,9.3,1.4,98.6
1400000U,06037600602,Census Tract 6006.02; Los Angeles County; California,2693,1034,520,54,149,13,1707,2146,547,38.4,19.3,2,5.5,0.5,63.4,79.7,0.2,99.8
1400000U,06037600702,Census Tract 6007.02; Los Angeles County; California,4638,537,3415,0,0,0,988,1110,3528,11.6,73.6,0,0,0,21.3,23.9,2.2,97.8
1400000U,06037600703,Census Tract 6007.03; Los Angeles County; California,1623,93,1467,0,92,16,41,11,1612,5.7,90.4,0,5.7,1,2.5,0.7,3.2,96.8
1400000U,06037600704,Census Tract 6007.04; Los Angeles County; California,3027,579,2250,77,112,0,318,323,2704,19.1,74.3,2.5,3.7,0,10.5,10.7,10.8,89.2
1400000U,06037600801,Census Tract 6008.01; Los Angeles County; California,2866,190,2495,41,119,77,209,202,2664,6.6,87.1,1.4,4.2,2.7,7.3,7,1.9,98.1
1400000U,06037600802,Census Tract 6008.02; Los Angeles County; California,2458,299,1961,54,2,0,360,398,2060,12.2,79.8,2.2,0.1,0,14.6,16.2,3.9,96.1
1400000U,06037600902,Census Tract 6009.02; Los Angeles County; California,6382,1075,3692,135,151,0,2102,1997,4385,16.8,57.9,2.1,2.4,0,32.9,31.3,7.5,92.5
1400000U,06037600911,Census Tract 6009.11; Los Angeles County; California,3542,1377,990,279,101,0,1931,2232,1310,38.9,28,7.9,2.9,0,54.5,63,8,92
1400000U,06037600912,Census Tract 6009.12; Los Angeles County; California,4813,1902,855,175,27,0,2789,3560,1253,39.5,17.8,3.6,0.6,0,57.9,74,8.4,91.6
1400000U,06037601001,Census Tract 6010.01; Los Angeles County; California,2160,650,1142,0,69,0,839,959,1201,30.1,52.9,0,3.2,0,38.8,44.4,5.6,94.4
1400000U,06037601002,Census Tract 6010.02; Los Angeles County; California,5022,1282,2739,127,246,0,1804,2000,3022,25.5,54.5,2.5,4.9,0,35.9,39.8,3.3,96.7
1400000U,06037601100,Census Tract 6011; Los Angeles County; California,7199,1406,3268,51,499,133,2437,3450,3749,19.5,45.4,0.7,6.9,1.8,33.9,47.9,2.5,97.5
1400000U,06037601202,Census Tract 6012.02; Los Angeles County; California,3845,1410,65,117,254,12,2603,3307,538,36.7,1.7,3,6.6,0.3,67.7,86,5.2,94.8
1400000U,06037601211,Census Tract 6012.11; Los Angeles County; California,2996,659,1255,127,55,33,1305,1525,1471,22,41.9,4.2,1.8,1.1,43.6,50.9,5.2,94.8
1400000U,06037601212,Census Tract 6012.12; Los Angeles County; California,5054,1357,1753,380,149,0,2702,3306,1748,26.9,34.7,7.5,2.9,0,53.5,65.4,4,96
1400000U,06037601301,Census Tract 6013.01; Los Angeles County; California,1888,735,841,154,127,8,368,648,1240,38.9,44.5,8.2,6.7,0.4,19.5,34.3,17.8,82.2
1400000U,06037601302,Census Tract 6013.02; Los Angeles County; California,6513,2229,3362,12,715,67,1556,2223,4290,34.2,51.6,0.2,11,1,23.9,34.1,12.9,87.1
1400000U,06037601303,Census Tract 6013.03; Los Angeles County; California,5465,940,3711,33,164,11,1078,1471,3994,17.2,67.9,0.6,3,0.2,19.7,26.9,3.5,96.5
1400000U,06037601401,Census Tract 6014.01; Los Angeles County; California,6594,1892,2193,185,365,94,2924,3100,3494,28.7,33.3,2.8,5.5,1.4,44.3,47,11.1,88.9
1400000U,06037601402,Census Tract 6014.02; Los Angeles County; California,4450,2313,90,90,134,35,2913,3922,528,52,2,2,3,0.8,65.5,88.1,6.7,93.3
1400000U,06037601501,Census Tract 6015.01; Los Angeles County; California,3640,1680,376,176,116,0,2474,3184,456,46.2,10.3,4.8,3.2,0,68,87.5,0.5,99.5
1400000U,06037601502,Census Tract 6015.02; Los Angeles County; California,3423,1451,102,43,50,0,2693,3168,255,42.4,3,1.3,1.5,0,78.7,92.6,3,97
1400000U,06037601600,Census Tract 6016; Los Angeles County; California,4067,2009,123,60,179,221,2939,3623,444,49.4,3,1.5,4.4,5.4,72.3,89.1,1,99
1400000U,06037601700,Census Tract 6017; Los Angeles County; California,5263,1800,345,288,226,95,3618,4447,816,34.2,6.6,5.5,4.3,1.8,68.7,84.5,1.3,98.7
1400000U,06037601801,Census Tract 6018.01; Los Angeles County; California,3049,1314,90,116,114,0,2021,2838,211,43.1,3,3.8,3.7,0,66.3,93.1,0.1,99.9
1400000U,06037601802,Census Tract 6018.02; Los Angeles County; California,3454,1715,2,82,144,0,2269,3104,350,49.7,0.1,2.4,4.2,0,65.7,89.9,4.7,95.3
1400000U,06037601900,Census Tract 6019; Los Angeles County; California,4452,1837,1063,72,129,0,2694,3280,1172,41.3,23.9,1.6,2.9,0,60.5,73.7,1,99
1400000U,06037602002,Census Tract 6020.02; Los Angeles County; California,3036,1142,423,119,113,0,1907,2382,654,37.6,13.9,3.9,3.7,0,62.8,78.5,5.4,94.6
1400000U,06037602003,Census Tract 6020.03; Los Angeles County; California,4220,1822,416,89,49,0,2949,3684,536,43.2,9.9,2.1,1.2,0,69.9,87.3,1.7,98.3
1400000U,06037602103,Census Tract 6021.03; Los Angeles County; California,5476,3017,1207,375,192,0,1836,3839,1637,55.1,22,6.8,3.5,0,33.5,70.1,4.3,95.7
1400000U,06037602104,Census Tract 6021.04; Los Angeles County; California,5646,2661,1039,139,348,107,3279,4019,1627,47.1,18.4,2.5,6.2,1.9,58.1,71.2,4,96
1400000U,06037602105,Census Tract 6021.05; Los Angeles County; California,3880,1734,1084,265,120,51,1256,2245,1635,44.7,27.9,6.8,3.1,1.3,32.4,57.9,10.6,89.4
1400000U,06037602106,Census Tract 6021.06; Los Angeles County; California,6197,3153,1650,229,850,0,2413,3684,2513,50.9,26.6,3.7,13.7,0,38.9,59.4,8.7,91.3
1400000U,06037602201,Census Tract 6022.01; Los Angeles County; California,4494,2759,473,152,1070,0,1128,1920,2574,61.4,10.5,3.4,23.8,0,25.1,42.7,23.3,76.7
1400000U,06037602202,Census Tract 6022.02; Los Angeles County; California,2882,1753,726,49,403,0,1136,1689,1193,60.8,25.2,1.7,14,0,39.4,58.6,13.6,86.4
1400000U,06037602301,Census Tract 6023.01; Los Angeles County; California,6878,4854,647,403,911,84,1995,3498,3380,70.6,9.4,5.9,13.2,1.2,29,50.9,27,73
1400000U,06037602302,Census Tract 6023.02; Los Angeles County; California,4796,3512,57,32,1376,134,396,814,3982,73.2,1.2,0.7,28.7,2.8,8.3,17,53,47
1400000U,06037602402,Census Tract 6024.02; Los Angeles County; California,7194,4213,560,123,628,13,4079,5100,2094,58.6,7.8,1.7,8.7,0.2,56.7,70.9,13.6,86.4
1400000U,06037602403,Census Tract 6024.03; Los Angeles County; California,4266,2789,643,22,138,28,2278,2982,1284,65.4,15.1,0.5,3.2,0.7,53.4,69.9,11.2,88.8
1400000U,06037602404,Census Tract 6024.04; Los Angeles County; California,5932,2859,1392,143,398,30,2289,3930,2002,48.2,23.5,2.4,6.7,0.5,38.6,66.3,5.9,94.1
1400000U,06037602504,Census Tract 6025.04; Los Angeles County; California,4849,1341,1400,50,475,0,2090,2802,2047,27.7,28.9,1,9.8,0,43.1,57.8,4.1,95.9
1400000U,06037602505,Census Tract 6025.05; Los Angeles County; California,4704,1372,1240,202,208,26,2293,2962,1742,29.2,26.4,4.3,4.4,0.6,48.7,63,4.3,95.7
1400000U,06037602506,Census Tract 6025.06; Los Angeles County; California,4012,986,1830,166,128,43,1582,1957,2055,24.6,45.6,4.1,3.2,1.1,39.4,48.8,3.5,96.5
1400000U,06037602507,Census Tract 6025.07; Los Angeles County; California,4678,688,2413,59,228,6,1660,1877,2801,14.7,51.6,1.3,4.9,0.1,35.5,40.1,3.4,96.6
1400000U,06037602510,Census Tract 6025.10; Los Angeles County; California,4004,1089,1221,308,137,52,1892,2287,1717,27.2,30.5,7.7,3.4,1.3,47.3,57.1,5.1,94.9
1400000U,06037602511,Census Tract 6025.11; Los Angeles County; California,4229,872,2373,188,55,0,1188,1699,2530,20.6,56.1,4.4,1.3,0,28.1,40.2,0.2,99.8
1400000U,06037602512,Census Tract 6025.12; Los Angeles County; California,1889,488,165,235,426,114,878,949,940,25.8,8.7,12.4,22.6,6,46.5,50.2,5.7,94.3
1400000U,06037602513,Census Tract 6025.13; Los Angeles County; California,1428,235,809,12,11,0,413,591,837,16.5,56.7,0.8,0.8,0,28.9,41.4,2.8,97.2
1400000U,06037602601,Census Tract 6026.01; Los Angeles County; California,4989,806,3196,77,424,0,1166,1415,3574,16.2,64.1,1.5,8.5,0,23.4,28.4,3.2,96.8
1400000U,06037602602,Census Tract 6026.02; Los Angeles County; California,2659,678,1558,59,215,25,369,737,1922,25.5,58.6,2.2,8.1,0.9,13.9,27.7,5.4,94.6
1400000U,06037602700,Census Tract 6027; Los Angeles County; California,3545,708,2446,16,240,0,614,638,2907,20,69,0.5,6.8,0,17.3,18,6.2,93.8
1400000U,06037602801,Census Tract 6028.01; Los Angeles County; California,4200,1763,1554,309,12,12,1643,2489,1711,42,37,7.4,0.3,0.3,39.1,59.3,1.8,98.2
1400000U,06037602802,Census Tract 6028.02; Los Angeles County; California,4438,700,3065,119,185,30,959,1287,3151,15.8,69.1,2.7,4.2,0.7,21.6,29,1.3,98.7
1400000U,06037602900,Census Tract 6029; Los Angeles County; California,4256,1532,597,462,433,0,2367,3155,1101,36,14,10.9,10.2,0,55.6,74.1,2.2,97.8
1400000U,06037603004,Census Tract 6030.04; Los Angeles County; California,1797,243,531,31,508,7,602,722,1075,13.5,29.5,1.7,28.3,0.4,33.5,40.2,7.3,92.7
1400000U,06037603005,Census Tract 6030.05; Los Angeles County; California,6471,1993,1907,592,983,552,2930,3368,3103,30.8,29.5,9.1,15.2,8.5,45.3,52,3.4,96.6
1400000U,06037603006,Census Tract 6030.06; Los Angeles County; California,1970,407,126,32,1096,60,505,696,1274,20.7,6.4,1.6,55.6,3,25.6,35.3,4.2,95.8
1400000U,06037603007,Census Tract 6030.07; Los Angeles County; California,3471,1072,1255,35,767,18,1310,1071,2400,30.9,36.2,1,22.1,0.5,37.7,30.9,7.7,92.3
1400000U,06037603008,Census Tract 6030.08; Los Angeles County; California,3833,834,819,253,388,0,2231,2482,1351,21.8,21.4,6.6,10.1,0,58.2,64.8,4.1,95.9
1400000U,06037603101,Census Tract 6031.01; Los Angeles County; California,4878,1824,539,187,1657,97,1443,2105,2773,37.4,11,3.8,34,2,29.6,43.2,13.4,86.6
1400000U,06037603102,Census Tract 6031.02; Los Angeles County; California,3412,695,422,23,1349,0,1158,1473,1939,20.4,12.4,0.7,39.5,0,33.9,43.2,8.6,91.4
1400000U,06037603200,Census Tract 6032; Los Angeles County; California,3340,914,298,164,1427,7,1070,1067,2273,27.4,8.9,4.9,42.7,0.2,32,31.9,9.7,90.3
1400000U,06037603301,Census Tract 6033.01; Los Angeles County; California,3441,910,85,84,1971,28,1004,1245,2196,26.4,2.5,2.4,57.3,0.8,29.2,36.2,6.9,93.1
1400000U,06037603302,Census Tract 6033.02; Los Angeles County; California,4281,811,249,38,2139,42,1646,1777,2504,18.9,5.8,0.9,50,1,38.4,41.5,4,96
1400000U,06037603400,Census Tract 6034; Los Angeles County; California,3846,1411,589,129,1201,57,1107,1611,2235,36.7,15.3,3.4,31.2,1.5,28.8,41.9,11.1,88.9
1400000U,06037603500,Census Tract 6035; Los Angeles County; California,2934,1195,560,31,698,30,1222,1493,1441,40.7,19.1,1.1,23.8,1,41.6,50.9,6,94
1400000U,06037603600,Census Tract 6036; Los Angeles County; California,4187,1738,238,134,1394,32,1175,1814,2373,41.5,5.7,3.2,33.3,0.8,28.1,43.3,22.5,77.5
1400000U,06037603702,Census Tract 6037.02; Los Angeles County; California,4776,2708,109,94,1297,0,1277,1486,3290,56.7,2.3,2,27.2,0,26.7,31.1,37.6,62.4
1400000U,06037603703,Census Tract 6037.03; Los Angeles County; California,2589,1327,224,135,524,164,746,1185,1404,51.3,8.7,5.2,20.2,6.3,28.8,45.8,19.3,80.7
1400000U,06037603705,Census Tract 6037.05; Los Angeles County; California,2637,609,1371,0,35,0,1004,1077,1560,23.1,52,0,1.3,0,38.1,40.8,6.4,93.6
1400000U,06037603706,Census Tract 6037.06; Los Angeles County; California,3550,1225,247,469,171,0,2313,3030,520,34.5,7,13.2,4.8,0,65.2,85.4,3.4,96.6
1400000U,06037603801,Census Tract 6038.01; Los Angeles County; California,4874,2681,637,162,878,0,1854,2987,1887,55,13.1,3.3,18,0,38,61.3,11.7,88.3
1400000U,06037603802,Census Tract 6038.02; Los Angeles County; California,4020,1982,696,63,664,0,1585,2286,1734,49.3,17.3,1.6,16.5,0,39.4,56.9,10.5,89.5
1400000U,06037603901,Census Tract 6039.01; Los Angeles County; California,3807,2356,424,49,472,0,1842,2496,1311,61.9,11.1,1.3,12.4,0,48.4,65.6,18.3,81.7
1400000U,06037603902,Census Tract 6039.02; Los Angeles County; California,3486,2003,2,72,320,0,1905,2614,872,57.5,0.1,2.1,9.2,0,54.6,75,12,88
1400000U,06037604001,Census Tract 6040.01; Los Angeles County; California,4617,2949,223,416,257,10,2749,3438,1179,63.9,4.8,9,5.6,0.2,59.5,74.5,15.8,84.2
1400000U,06037604002,Census Tract 6040.02; Los Angeles County; California,3783,2040,344,100,719,81,1663,2057,1726,53.9,9.1,2.6,19,2.1,44,54.4,22.4,77.6
1400000U,06037604101,Census Tract 6041.01; Los Angeles County; California,3875,2279,112,398,251,0,2033,3079,796,58.8,2.9,10.3,6.5,0,52.5,79.5,10.1,89.9
1400000U,06037604102,Census Tract 6041.02; Los Angeles County; California,2651,1699,197,60,244,0,1200,2039,612,64.1,7.4,2.3,9.2,0,45.3,76.9,11.9,88.1
1400000U,06037604200,Census Tract 6042; Los Angeles County; California,5837,2604,1107,74,49,48,2923,3956,1881,44.6,19,1.3,0.8,0.8,50.1,67.8,7.9,92.1
1400000U,06037609900,Census Tract 6099; Los Angeles County; California,1731,1090,173,72,190,8,522,921,810,63,10,4.2,11,0.5,30.2,53.2,25.4,74.6
1400000U,06037620001,Census Tract 6200.01; Los Angeles County; California,4209,3463,245,23,695,37,803,1011,3198,82.3,5.8,0.5,16.5,0.9,19.1,24,50.9,49.1
1400000U,06037620002,Census Tract 6200.02; Los Angeles County; California,3408,2605,274,73,627,29,355,562,2846,76.4,8,2.1,18.4,0.9,10.4,16.5,56.1,43.9
1400000U,06037620101,Census Tract 6201.01; Los Angeles County; California,5411,4441,283,147,866,0,907,1227,4184,82.1,5.2,2.7,16,0,16.8,22.7,52.2,47.8
1400000U,06037620102,Census Tract 6201.02; Los Angeles County; California,3835,3262,120,123,499,33,489,701,3134,85.1,3.1,3.2,13,0.9,12.8,18.3,64.7,35.3
1400000U,06037620201,Census Tract 6202.01; Los Angeles County; California,1548,1401,13,75,157,0,66,81,1467,90.5,0.8,4.8,10.1,0,4.3,5.2,79.2,20.8
1400000U,06037620301,Census Tract 6203.01; Los Angeles County; California,4223,3705,58,0,557,12,232,486,3737,87.7,1.4,0,13.2,0.3,5.5,11.5,73,27
1400000U,06037620303,Census Tract 6203.03; Los Angeles County; California,4653,3941,11,145,753,32,262,299,4354,84.7,0.2,3.1,16.2,0.7,5.6,6.4,73.8,26.2
1400000U,06037620305,Census Tract 6203.05; Los Angeles County; California,6038,5461,0,111,622,15,234,294,5744,90.4,0,1.8,10.3,0.2,3.9,4.9,82.4,17.6
1400000U,06037620400,Census Tract 6204; Los Angeles County; California,5218,3719,83,90,1619,14,448,460,4758,71.3,1.6,1.7,31,0.3,8.6,8.8,56.9,43.1
1400000U,06037620501,Census Tract 6205.01; Los Angeles County; California,5808,3894,575,266,1518,89,680,961,4847,67,9.9,4.6,26.1,1.5,11.7,16.5,44.8,55.2
1400000U,06037620521,Census Tract 6205.21; Los Angeles County; California,4586,3214,155,245,1087,0,560,1028,3558,70.1,3.4,5.3,23.7,0,12.2,22.4,52,48
1400000U,06037620522,Census Tract 6205.22; Los Angeles County; California,4616,3330,165,52,1161,0,847,851,3765,72.1,3.6,1.1,25.2,0,18.3,18.4,52.4,47.6
1400000U,06037620601,Census Tract 6206.01; Los Angeles County; California,6165,3810,227,110,2249,19,721,990,5175,61.8,3.7,1.8,36.5,0.3,11.7,16.1,42.5,57.5
1400000U,06037620602,Census Tract 6206.02; Los Angeles County; California,5846,4604,93,78,1520,50,592,496,5350,78.8,1.6,1.3,26,0.9,10.1,8.5,59.4,40.6
1400000U,06037620701,Census Tract 6207.01; Los Angeles County; California,7125,5175,623,250,1688,23,632,1038,6087,72.6,8.7,3.5,23.7,0.3,8.9,14.6,54.1,45.9
1400000U,06037620703,Census Tract 6207.03; Los Angeles County; California,3637,3043,58,44,701,0,347,443,3194,83.7,1.6,1.2,19.3,0,9.5,12.2,63.8,36.2
1400000U,06037620704,Census Tract 6207.04; Los Angeles County; California,3817,2803,36,77,1185,0,268,341,3476,73.4,0.9,2,31,0,7,8.9,58.5,41.5
1400000U,06037620801,Census Tract 6208.01; Los Angeles County; California,3966,2897,25,38,1216,0,175,205,3761,73,0.6,1,30.7,0,4.4,5.2,62.6,37.4
1400000U,06037620802,Census Tract 6208.02; Los Angeles County; California,3479,2871,78,46,517,23,234,317,3162,82.5,2.2,1.3,14.9,0.7,6.7,9.1,71.3,28.7
1400000U,06037620901,Census Tract 6209.01; Los Angeles County; California,2677,2301,41,11,564,75,400,394,2283,86,1.5,0.4,21.1,2.8,14.9,14.7,64.8,35.2
1400000U,06037620904,Census Tract 6209.04; Los Angeles County; California,2782,2720,13,0,129,0,103,103,2679,97.8,0.5,0,4.6,0,3.7,3.7,90.8,9.2
1400000U,06037621001,Census Tract 6210.01; Los Angeles County; California,4552,3982,13,27,712,76,480,440,4112,87.5,0.3,0.6,15.6,1.7,10.5,9.7,71.6,28.4
1400000U,06037621005,Census Tract 6210.05; Los Angeles County; California,4749,4451,20,66,416,67,176,281,4468,93.7,0.4,1.4,8.8,1.4,3.7,5.9,84.9,15.1
1400000U,06037621102,Census Tract 6211.02; Los Angeles County; California,3390,2855,185,0,636,8,267,352,3038,84.2,5.5,0,18.8,0.2,7.9,10.4,67.1,32.9
1400000U,06037621104,Census Tract 6211.04; Los Angeles County; California,6557,5781,46,199,1087,51,686,825,5732,88.2,0.7,3,16.6,0.8,10.5,12.6,68,32
1400000U,06037621201,Census Tract 6212.01; Los Angeles County; California,7095,5730,333,127,1228,199,531,1161,5934,80.8,4.7,1.8,17.3,2.8,7.5,16.4,59.7,40.3
1400000U,06037621204,Census Tract 6212.04; Los Angeles County; California,2729,1961,123,47,589,21,195,244,2485,71.9,4.5,1.7,21.6,0.8,7.1,8.9,63,37
1400000U,06037621301,Census Tract 6213.01; Los Angeles County; California,7177,5323,323,83,1830,149,786,900,6277,74.2,4.5,1.2,25.5,2.1,11,12.5,56,44
1400000U,06037621324,Census Tract 6213.24; Los Angeles County; California,3497,2928,205,26,395,0,302,241,3256,83.7,5.9,0.7,11.3,0,8.6,6.9,73.5,26.5
1400000U,06037621326,Census Tract 6213.26; Los Angeles County; California,3098,2633,92,98,428,33,365,386,2712,85,3,3.2,13.8,1.1,11.8,12.5,66.1,33.9
1400000U,06037621400,Census Tract 6214; Los Angeles County; California,4618,3584,88,45,1085,0,518,645,3973,77.6,1.9,1,23.5,0,11.2,14,59.6,40.4
1400000U,06037650001,Census Tract 6500.01; Los Angeles County; California,6024,2035,182,113,3301,73,1104,1352,4672,33.8,3,1.9,54.8,1.2,18.3,22.4,21.5,78.5
1400000U,06037650003,Census Tract 6500.03; Los Angeles County; California,3032,1476,361,72,1050,17,573,736,2296,48.7,11.9,2.4,34.6,0.6,18.9,24.3,31.5,68.5
1400000U,06037650004,Census Tract 6500.04; Los Angeles County; California,4386,1484,493,59,1966,0,861,1413,2973,33.8,11.2,1.3,44.8,0,19.6,32.2,13.8,86.2
1400000U,06037650101,Census Tract 6501.01; Los Angeles County; California,5080,1539,237,46,3411,44,752,812,4268,30.3,4.7,0.9,67.1,0.9,14.8,16,16,84
1400000U,06037650102,Census Tract 6501.02; Los Angeles County; California,2166,1125,73,61,729,40,534,628,1538,51.9,3.4,2.8,33.7,1.8,24.7,29,31,69
