GEO_ID,FIPS,NAME,DP05_0068E,DP05_0069E,DP05_0070E,DP05_0071E,DP05_0072E,DP05_0073E,DP05_0074E,DP05_0076E,DP05_0081E,DP05_0069PE,DP05_0070PE,DP05_0071PE,DP05_0072PE,DP05_0073PE,DP05_0074PE,DP05_0076PE,DP05_0082PE,Percent Nonwhite
1400000U,06037183220,Census Tract 1832.20; Los Angeles County; California,2954,1387,44,145,887,3,968,1229,1725,47,1.5,4.9,30,0.1,32.8,41.6,26.8,73.2
1400000U,06037183221,Census Tract 1832.21; Los Angeles County; California,3192,1922,182,367,490,0,1482,1917,1275,60.2,5.7,11.5,15.4,0,46.4,60.1,25,75
1400000U,06037183222,Census Tract 1832.22; Los Angeles County; California,3459,2220,177,102,437,0,1159,1500,1959,64.2,5.1,2.9,12.6,0,33.5,43.4,40.8,59.2
1400000U,06037183300,Census Tract 1833; Los Angeles County; California,3140,1694,18,293,591,51,1796,1903,1237,53.9,0.6,9.3,18.8,1.6,57.2,60.6,19.9,80.1
1400000U,06037183401,Census Tract 1834.01; Los Angeles County; California,2592,1079,65,128,624,32,1119,1485,1107,41.6,2.5,4.9,24.1,1.2,43.2,57.3,18.4,81.6
1400000U,06037183402,Census Tract 1834.02; Los Angeles County; California,3175,1935,82,207,851,45,1124,1370,1805,60.9,2.6,6.5,26.8,1.4,35.4,43.1,27.7,72.3
1400000U,06037183510,Census Tract 1835.10; Los Angeles County; California,2432,1336,24,92,391,31,1307,1577,855,54.9,1,3.8,16.1,1.3,53.7,64.8,20.3,79.7
1400000U,06037183520,Census Tract 1835.20; Los Angeles County; California,3492,1686,141,272,212,0,2233,2800,692,48.3,4,7.8,6.1,0,63.9,80.2,13.3,86.7
1400000U,06037183610,Census Tract 1836.10; Los Angeles County; California,2826,1458,72,112,523,0,1307,1726,1100,51.6,2.5,4,18.5,0,46.2,61.1,21.5,78.5
1400000U,06037183620,Census Tract 1836.20; Los Angeles County; California,3067,1641,11,201,470,0,1269,1842,1225,53.5,0.4,6.6,15.3,0,41.4,60.1,23.8,76.2
1400000U,06037183701,Census Tract 1837.01; Los Angeles County; California,3445,1617,86,208,334,3,1886,2445,1000,46.9,2.5,6,9.7,0.1,54.7,71,20.5,79.5
1400000U,06037183702,Census Tract 1837.02; Los Angeles County; California,3007,1410,109,74,471,5,1543,1595,1412,46.9,3.6,2.5,15.7,0.2,51.3,53,22.2,77.8
1400000U,06037183810,Census Tract 1838.10; Los Angeles County; California,4139,2127,31,555,237,27,2182,3094,1045,51.4,0.7,13.4,5.7,0.7,52.7,74.8,18.8,81.2
1400000U,06037183820,Census Tract 1838.20; Los Angeles County; California,3573,1719,211,349,601,12,1717,2502,1071,48.1,5.9,9.8,16.8,0.3,48.1,70,9.8,90.2
1400000U,06037185101,Census Tract 1851.01; Los Angeles County; California,2408,1145,32,295,245,0,1109,1224,1184,47.5,1.3,12.3,10.2,0,46.1,50.8,38.4,61.6
1400000U,06037185102,Census Tract 1851.02; Los Angeles County; California,3503,3004,94,19,431,23,788,891,2612,85.8,2.7,0.5,12.3,0.7,22.5,25.4,59.2,40.8
1400000U,06037185202,Census Tract 1852.02; Los Angeles County; California,4099,2773,62,165,587,32,1447,1686,2413,67.7,1.5,4,14.3,0.8,35.3,41.1,43.4,56.6
1400000U,06037185203,Census Tract 1852.03; Los Angeles County; California,2497,1095,115,75,417,0,1570,1721,776,43.9,4.6,3,16.7,0,62.9,68.9,13.9,86.1
1400000U,06037185204,Census Tract 1852.04; Los Angeles County; California,1888,1012,103,66,528,10,451,580,1308,53.6,5.5,3.5,28,0.5,23.9,30.7,37.2,62.8
1400000U,06037185310,Census Tract 1853.10; Los Angeles County; California,2871,1224,47,52,223,0,1806,2350,521,42.6,1.6,1.8,7.8,0,62.9,81.9,9,91
1400000U,06037185320,Census Tract 1853.20; Los Angeles County; California,2871,1255,9,220,156,0,2056,2447,424,43.7,0.3,7.7,5.4,0,71.6,85.2,9.3,90.7
1400000U,06037186100,Census Tract 1861; Los Angeles County; California,4633,2508,119,87,1110,0,1463,1714,2919,54.1,2.6,1.9,24,0,31.6,37,36.1,63.9
1400000U,06037186201,Census Tract 1862.01; Los Angeles County; California,3374,1860,82,0,1320,0,794,1108,2266,55.1,2.4,0,39.1,0,23.5,32.8,25.5,74.5
1400000U,06037186202,Census Tract 1862.02; Los Angeles County; California,1808,965,104,171,687,7,425,668,1140,53.4,5.8,9.5,38,0.4,23.5,36.9,23,77
1400000U,06037186203,Census Tract 1862.03; Los Angeles County; California,2753,2121,51,46,286,0,669,1035,1718,77,1.9,1.7,10.4,0,24.3,37.6,50.9,49.1
1400000U,06037186301,Census Tract 1863.01; Los Angeles County; California,2729,1270,174,286,390,0,1221,1658,1071,46.5,6.4,10.5,14.3,0,44.7,60.8,18.8,81.2
1400000U,06037186302,Census Tract 1863.02; Los Angeles County; California,4719,2832,111,443,1115,0,1089,1683,3036,60,2.4,9.4,23.6,0,23.1,35.7,39.7,60.3
1400000U,06037186401,Census Tract 1864.01; Los Angeles County; California,2948,1004,78,584,347,0,2057,2374,574,34.1,2.6,19.8,11.8,0,69.8,80.5,4.8,95.2
1400000U,06037186403,Census Tract 1864.03; Los Angeles County; California,2533,881,93,250,507,42,1300,1623,910,34.8,3.7,9.9,20,1.7,51.3,64.1,14.5,85.5
1400000U,06037186404,Census Tract 1864.04; Los Angeles County; California,2528,1276,141,157,207,0,1379,1618,910,50.5,5.6,6.2,8.2,0,54.5,64,22.2,77.8
1400000U,06037187101,Census Tract 1871.01; Los Angeles County; California,3114,1516,114,46,747,4,1092,1152,1962,48.7,3.7,1.5,24,0.1,35.1,37,33.8,66.2
1400000U,06037187102,Census Tract 1871.02; Los Angeles County; California,4494,1720,194,560,1550,0,1590,1958,2536,38.3,4.3,12.5,34.5,0,35.4,43.6,16.7,83.3
1400000U,06037187200,Census Tract 1872; Los Angeles County; California,2908,1500,48,57,497,94,1204,1614,1294,51.6,1.7,2,17.1,3.2,41.4,55.5,25.9,74.1
1400000U,06037187300,Census Tract 1873; Los Angeles County; California,3820,2942,208,48,609,0,558,940,2880,77,5.4,1.3,15.9,0,14.6,24.6,53.8,46.2
1400000U,06037188100,Census Tract 1881; Los Angeles County; California,3756,2312,209,19,538,0,1163,1442,2314,61.6,5.6,0.5,14.3,0,31,38.4,42.5,57.5
1400000U,06037188201,Census Tract 1882.01; Los Angeles County; California,2839,2226,106,93,363,0,314,574,2265,78.4,3.7,3.3,12.8,0,11.1,20.2,62.7,37.3
1400000U,06037188202,Census Tract 1882.02; Los Angeles County; California,3043,1951,540,76,757,0,198,350,2693,64.1,17.7,2.5,24.9,0,6.5,11.5,50.5,49.5
1400000U,06037188300,Census Tract 1883; Los Angeles County; California,3228,1853,61,33,1135,0,645,644,2584,57.4,1.9,1,35.2,0,20,20,40.4,59.6
1400000U,06037189101,Census Tract 1891.01; Los Angeles County; California,2461,1886,109,0,359,0,193,271,2190,76.6,4.4,0,14.6,0,7.8,11,70.3,29.7
1400000U,06037189102,Census Tract 1891.02; Los Angeles County; California,3797,3016,118,27,665,23,199,322,3475,79.4,3.1,0.7,17.5,0.6,5.2,8.5,69.2,30.8
1400000U,06037189201,Census Tract 1892.01; Los Angeles County; California,2779,2168,54,32,243,0,603,727,2052,78,1.9,1.2,8.7,0,21.7,26.2,63.6,36.4
1400000U,06037189202,Census Tract 1892.02; Los Angeles County; California,3167,2756,106,21,440,30,280,390,2777,87,3.3,0.7,13.9,0.9,8.8,12.3,70.6,29.4
1400000U,06037189300,Census Tract 1893; Los Angeles County; California,2754,1996,89,5,605,0,226,142,2612,72.5,3.2,0.2,22,0,8.2,5.2,65.9,34.1
1400000U,06037189400,Census Tract 1894; Los Angeles County; California,3011,2584,317,8,182,9,268,325,2686,85.8,10.5,0.3,6,0.3,8.9,10.8,73.2,26.8
1400000U,06037189501,Census Tract 1895.01; Los Angeles County; California,2214,1821,209,12,141,0,110,185,2029,82.2,9.4,0.5,6.4,0,5,8.4,76.4,23.6
1400000U,06037189502,Census Tract 1895.02; Los Angeles County; California,1842,1364,177,9,123,49,282,413,1429,74,9.6,0.5,6.7,2.7,15.3,22.4,58.5,41.5
1400000U,06037189600,Census Tract 1896; Los Angeles County; California,3658,2998,201,14,464,92,453,591,3067,82,5.5,0.4,12.7,2.5,12.4,16.2,66.7,33.3
1400000U,06037189702,Census Tract 1897.02; Los Angeles County; California,2393,2010,295,41,153,38,174,293,2100,84,12.3,1.7,6.4,1.6,7.3,12.2,71.7,28.3
1400000U,06037189703,Census Tract 1897.03; Los Angeles County; California,1993,1228,483,0,315,0,119,129,1864,61.6,24.2,0,15.8,0,6,6.5,50.6,49.4
1400000U,06037189704,Census Tract 1897.04; Los Angeles County; California,2099,1550,172,11,160,0,420,519,1580,73.8,8.2,0.5,7.6,0,20,24.7,63.2,36.8
1400000U,06037189801,Census Tract 1898.01; Los Angeles County; California,2192,1886,138,63,182,70,164,294,1898,86,6.3,2.9,8.3,3.2,7.5,13.4,71.8,28.2
1400000U,06037189802,Census Tract 1898.02; Los Angeles County; California,1979,1604,184,32,149,0,342,403,1576,81.1,9.3,1.6,7.5,0,17.3,20.4,60.5,39.5
1400000U,06037189903,Census Tract 1899.03; Los Angeles County; California,2191,1839,137,0,181,14,239,316,1875,83.9,6.3,0,8.3,0.6,10.9,14.4,70.4,29.6
1400000U,06037189904,Census Tract 1899.04; Los Angeles County; California,2432,1730,251,5,207,9,545,558,1874,71.1,10.3,0.2,8.5,0.4,22.4,22.9,56.5,43.5
1400000U,06037189905,Census Tract 1899.05; Los Angeles County; California,2421,1903,328,0,143,0,496,577,1844,78.6,13.5,0,5.9,0,20.5,23.8,59.4,40.6
1400000U,06037189906,Census Tract 1899.06; Los Angeles County; California,2491,1638,341,0,528,0,307,324,2167,65.8,13.7,0,21.2,0,12.3,13,54.9,45.1
1400000U,06037189907,Census Tract 1899.07; Los Angeles County; California,2543,1883,260,3,350,0,462,521,2022,74,10.2,0.1,13.8,0,18.2,20.5,54.6,45.4
1400000U,06037190101,Census Tract 1901.01; Los Angeles County; California,1599,1017,352,77,136,6,207,207,1392,63.6,22,4.8,8.5,0.4,12.9,12.9,48.9,51.1
1400000U,06037190102,Census Tract 1901.02; Los Angeles County; California,2249,1532,344,136,437,0,439,606,1643,68.1,15.3,6,19.4,0,19.5,26.9,50.6,49.4
1400000U,06037190201,Census Tract 1902.01; Los Angeles County; California,3673,2389,321,42,444,9,1373,1901,1772,65,8.7,1.1,12.1,0.2,37.4,51.8,26.4,73.6
1400000U,06037190202,Census Tract 1902.02; Los Angeles County; California,2720,1603,588,65,602,19,310,472,2248,58.9,21.6,2.4,22.1,0.7,11.4,17.4,41.8,58.2
1400000U,06037190302,Census Tract 1903.02; Los Angeles County; California,2711,1534,122,21,467,0,663,596,2115,56.6,4.5,0.8,17.2,0,24.5,22,50.7,49.3
1400000U,06037190303,Census Tract 1903.03; Los Angeles County; California,2544,1923,133,110,437,0,263,336,2208,75.6,5.2,4.3,17.2,0,10.3,13.2,60.5,39.5
1400000U,06037190401,Census Tract 1904.01; Los Angeles County; California,2784,1931,373,28,179,0,656,813,1971,69.4,13.4,1,6.4,0,23.6,29.2,52.7,47.3
1400000U,06037190402,Census Tract 1904.02; Los Angeles County; California,2419,1662,199,174,379,0,359,473,1946,68.7,8.2,7.2,15.7,0,14.8,19.6,53.8,46.2
1400000U,06037190510,Census Tract 1905.10; Los Angeles County; California,3884,1707,269,298,706,0,1236,1665,2219,43.9,6.9,7.7,18.2,0,31.8,42.9,32.3,67.7
1400000U,06037190520,Census Tract 1905.20; Los Angeles County; California,3462,1829,398,221,681,0,1018,1269,2193,52.8,11.5,6.4,19.7,0,29.4,36.7,36,64
1400000U,06037190701,Census Tract 1907.01; Los Angeles County; California,1643,887,243,9,359,11,419,454,1189,54,14.8,0.5,21.9,0.7,25.5,27.6,39.4,60.6
1400000U,06037190702,Census Tract 1907.02; Los Angeles County; California,1412,894,119,62,242,0,261,385,1027,63.3,8.4,4.4,17.1,0,18.5,27.3,47.7,52.3
1400000U,06037190801,Census Tract 1908.01; Los Angeles County; California,3073,1578,510,73,348,47,891,1279,1794,51.4,16.6,2.4,11.3,1.5,29,41.6,33.2,66.8
1400000U,06037190802,Census Tract 1908.02; Los Angeles County; California,2973,1991,587,356,463,128,713,898,2075,67,19.7,12,15.6,4.3,24,30.2,34.1,65.9
1400000U,06037190901,Census Tract 1909.01; Los Angeles County; California,3420,1616,214,140,154,0,2119,2409,1011,47.3,6.3,4.1,4.5,0,62,70.4,18.7,81.3
1400000U,06037190902,Census Tract 1909.02; Los Angeles County; California,3925,1730,260,145,281,24,1896,2540,1385,44.1,6.6,3.7,7.2,0.6,48.3,64.7,23.2,76.8
1400000U,06037191000,Census Tract 1910; Los Angeles County; California,5335,2541,388,152,1195,37,1402,1513,3822,47.6,7.3,2.8,22.4,0.7,26.3,28.4,36.8,63.2
1400000U,06037191110,Census Tract 1911.10; Los Angeles County; California,3808,2843,116,27,445,0,613,1105,2703,74.7,3,0.7,11.7,0,16.1,29,55.8,44.2
1400000U,06037191120,Census Tract 1911.20; Los Angeles County; California,3776,1562,261,203,434,12,1752,1992,1784,41.4,6.9,5.4,11.5,0.3,46.4,52.8,28,72
1400000U,06037191201,Census Tract 1912.01; Los Angeles County; California,5722,3649,451,129,561,0,1631,1759,3963,63.8,7.9,2.3,9.8,0,28.5,30.7,50.8,49.2
1400000U,06037191203,Census Tract 1912.03; Los Angeles County; California,2010,714,38,32,632,0,738,820,1190,35.5,1.9,1.6,31.4,0,36.7,40.8,24.4,75.6
1400000U,06037191204,Census Tract 1912.04; Los Angeles County; California,1532,485,168,98,280,9,624,699,833,31.7,11,6.4,18.3,0.6,40.7,45.6,24.9,75.1
1400000U,06037191301,Census Tract 1913.01; Los Angeles County; California,2077,731,197,68,505,0,760,852,1225,35.2,9.5,3.3,24.3,0,36.6,41,26.3,73.7
1400000U,06037191302,Census Tract 1913.02; Los Angeles County; California,1825,728,148,9,477,0,562,573,1252,39.9,8.1,0.5,26.1,0,30.8,31.4,33.3,66.7
1400000U,06037191410,Census Tract 1914.10; Los Angeles County; California,3363,1077,97,27,582,0,1835,2149,1214,32,2.9,0.8,17.3,0,54.6,63.9,16.1,83.9
1400000U,06037191420,Census Tract 1914.20; Los Angeles County; California,3065,1582,49,39,489,26,1817,1952,1113,51.6,1.6,1.3,16,0.8,59.3,63.7,17.7,82.3
1400000U,06037191500,Census Tract 1915; Los Angeles County; California,5491,2044,363,195,1041,40,2399,2974,2517,37.2,6.6,3.6,19,0.7,43.7,54.2,20.6,79.4
1400000U,06037191610,Census Tract 1916.10; Los Angeles County; California,3653,1066,315,49,636,0,1843,1984,1669,29.2,8.6,1.3,17.4,0,50.5,54.3,20.3,79.7
1400000U,06037191620,Census Tract 1916.20; Los Angeles County; California,2773,735,48,9,718,0,1421,1535,1238,26.5,1.7,0.3,25.9,0,51.2,55.4,18.8,81.2
1400000U,06037191710,Census Tract 1917.10; Los Angeles County; California,2569,893,80,15,186,11,1656,2014,555,34.8,3.1,0.6,7.2,0.4,64.5,78.4,17.1,82.9
1400000U,06037191720,Census Tract 1917.20; Los Angeles County; California,3408,1129,324,70,341,0,1754,2403,1005,33.1,9.5,2.1,10,0,51.5,70.5,9.4,90.6
1400000U,06037191810,Census Tract 1918.10; Los Angeles County; California,2780,1024,425,112,127,47,1182,1544,1236,36.8,15.3,4,4.6,1.7,42.5,55.5,22.9,77.1
1400000U,06037191820,Census Tract 1918.20; Los Angeles County; California,3777,2638,239,83,622,20,670,888,2889,69.8,6.3,2.2,16.5,0.5,17.7,23.5,52,48
1400000U,06037191901,Census Tract 1919.01; Los Angeles County; California,4309,2931,883,95,571,57,687,906,3403,68,20.5,2.2,13.3,1.3,15.9,21,49.6,50.4
1400000U,06037191902,Census Tract 1919.02; Los Angeles County; California,2813,2184,101,27,416,0,346,298,2515,77.6,3.6,1,14.8,0,12.3,10.6,67.7,32.3
1400000U,06037192001,Census Tract 1920.01; Los Angeles County; California,2167,1678,185,77,201,0,230,321,1846,77.4,8.5,3.6,9.3,0,10.6,14.8,64.6,35.4
1400000U,06037192002,Census Tract 1920.02; Los Angeles County; California,2611,2334,100,0,231,9,174,229,2382,89.4,3.8,0,8.8,0.3,6.7,8.8,77.9,22.1
1400000U,06037192300,Census Tract 1923; Los Angeles County; California,2642,2117,71,16,431,0,488,621,2021,80.1,2.7,0.6,16.3,0,18.5,23.5,56.7,43.3
1400000U,06037192410,Census Tract 1924.10; Los Angeles County; California,4285,3045,382,23,966,0,512,461,3824,71.1,8.9,0.5,22.5,0,11.9,10.8,53.7,46.3
1400000U,06037192420,Census Tract 1924.20; Los Angeles County; California,3360,965,113,79,1334,0,1176,1366,1994,28.7,3.4,2.4,39.7,0,35,40.7,14.5,85.5
1400000U,06037192510,Census Tract 1925.10; Los Angeles County; California,3991,1016,13,12,1381,6,2298,2400,1591,25.5,0.3,0.3,34.6,0.2,57.6,60.1,4.5,95.5
1400000U,06037192520,Census Tract 1925.20; Los Angeles County; California,4884,1163,378,28,887,45,2649,3177,1707,23.8,7.7,0.6,18.2,0.9,54.2,65,8.8,91.2
1400000U,06037192610,Census Tract 1926.10; Los Angeles County; California,4106,1242,228,198,627,0,2013,2571,1535,30.2,5.6,4.8,15.3,0,49,62.6,16,84
1400000U,06037192620,Census Tract 1926.20; Los Angeles County; California,3362,1203,169,354,764,0,1536,2176,1186,35.8,5,10.5,22.7,0,45.7,64.7,7.2,92.8
1400000U,06037192700,Census Tract 1927; Los Angeles County; California,3070,1670,147,111,387,0,1012,1827,1243,54.4,4.8,3.6,12.6,0,33,59.5,24.2,75.8
1400000U,06037194101,Census Tract 1941.01; Los Angeles County; California,3273,2573,221,69,395,39,313,481,2792,78.6,6.8,2.1,12.1,1.2,9.6,14.7,64.5,35.5
1400000U,06037194102,Census Tract 1941.02; Los Angeles County; California,2504,1992,68,14,413,0,240,328,2176,79.6,2.7,0.6,16.5,0,9.6,13.1,67.1,32.9
1400000U,06037194200,Census Tract 1942; Los Angeles County; California,3378,3025,17,71,378,0,147,179,3199,89.6,0.5,2.1,11.2,0,4.4,5.3,81.3,18.7
1400000U,06037194300,Census Tract 1943; Los Angeles County; California,2887,2727,92,25,114,18,257,350,2537,94.5,3.2,0.9,3.9,0.6,8.9,12.1,79.8,20.2
1400000U,06037194401,Census Tract 1944.01; Los Angeles County; California,2613,1948,243,63,344,28,281,446,2167,74.6,9.3,2.4,13.2,1.1,10.8,17.1,59.5,40.5
1400000U,06037194402,Census Tract 1944.02; Los Angeles County; California,3071,2517,134,20,398,0,112,207,2864,82,4.4,0.7,13,0,3.6,6.7,74.9,25.1
1400000U,06037194500,Census Tract 1945; Los Angeles County; California,2116,1842,125,10,225,0,70,125,1991,87.1,5.9,0.5,10.6,0,3.3,5.9,78.4,21.6
1400000U,06037195100,Census Tract 1951; Los Angeles County; California,4976,4025,177,48,886,0,428,806,4170,80.9,3.6,1,17.8,0,8.6,16.2,60.5,39.5
1400000U,06037195201,Census Tract 1952.01; Los Angeles County; California,2813,2181,57,18,365,10,460,493,2320,77.5,2,0.6,13,0.4,16.4,17.5,67.4,32.6
1400000U,06037195202,Census Tract 1952.02; Los Angeles County; California,3349,2861,67,47,292,37,602,639,2710,85.4,2,1.4,8.7,1.1,18,19.1,66.7,33.3
1400000U,06037195300,Census Tract 1953; Los Angeles County; California,2976,2163,116,56,344,7,639,829,2147,72.7,3.9,1.9,11.6,0.2,21.5,27.9,55.4,44.6
1400000U,06037195400,Census Tract 1954; Los Angeles County; California,4348,3411,334,33,401,92,744,676,3672,78.4,7.7,0.8,9.2,2.1,17.1,15.5,63.8,36.2
1400000U,06037195500,Census Tract 1955; Los Angeles County; California,5138,3460,260,88,954,19,1264,1404,3734,67.3,5.1,1.7,18.6,0.4,24.6,27.3,48.6,51.4
1400000U,06037195600,Census Tract 1956; Los Angeles County; California,2821,1398,107,61,432,18,1216,1379,1442,49.6,3.8,2.2,15.3,0.6,43.1,48.9,31.3,68.7
1400000U,06037195710,Census Tract 1957.10; Los Angeles County; California,4274,2018,562,83,676,28,1587,2237,2037,47.2,13.1,1.9,15.8,0.7,37.1,52.3,22.7,77.3
1400000U,06037195720,Census Tract 1957.20; Los Angeles County; California,1694,842,100,30,403,0,449,544,1150,49.7,5.9,1.8,23.8,0,26.5,32.1,38.2,61.8
1400000U,06037195802,Census Tract 1958.02; Los Angeles County; California,2865,1042,30,54,827,0,1170,1385,1480,36.4,1,1.9,28.9,0,40.8,48.3,21.4,78.6
1400000U,06037195803,Census Tract 1958.03; Los Angeles County; California,2328,1471,228,35,268,0,692,816,1512,63.2,9.8,1.5,11.5,0,29.7,35.1,45,55
1400000U,06037195804,Census Tract 1958.04; Los Angeles County; California,2555,1123,86,110,452,29,1099,1406,1149,44,3.4,4.3,17.7,1.1,43,55,24.1,75.9
1400000U,06037195901,Census Tract 1959.01; Los Angeles County; California,2566,1552,86,25,426,0,696,737,1829,60.5,3.4,1,16.6,0,27.1,28.7,45.7,54.3
1400000U,06037195902,Census Tract 1959.02; Los Angeles County; California,1847,1540,23,25,313,0,342,193,1654,83.4,1.2,1.4,16.9,0,18.5,10.4,61.5,38.5
1400000U,06037195903,Census Tract 1959.03; Los Angeles County; California,1970,1028,86,186,319,0,707,901,1069,52.2,4.4,9.4,16.2,0,35.9,45.7,34.6,65.4
1400000U,06037197200,Census Tract 1972; Los Angeles County; California,3639,725,148,73,1993,58,1002,1248,2391,19.9,4.1,2,54.8,1.6,27.5,34.3,9.2,90.8
1400000U,06037197300,Census Tract 1973; Los Angeles County; California,3734,2691,221,114,515,30,922,1195,2539,72.1,5.9,3.1,13.8,0.8,24.7,32,47.1,52.9
1400000U,06037197410,Census Tract 1974.10; Los Angeles County; California,3805,2792,291,86,623,0,849,1211,2594,73.4,7.6,2.3,16.4,0,22.3,31.8,45.6,54.4
1400000U,06037197420,Census Tract 1974.20; Los Angeles County; California,3621,2031,423,58,471,22,1102,1267,2354,56.1,11.7,1.6,13,0.6,30.4,35,42.3,57.7
1400000U,06037197500,Census Tract 1975; Los Angeles County; California,3992,2356,100,67,527,12,1375,1907,2085,59,2.5,1.7,13.2,0.3,34.4,47.8,34.8,65.2
1400000U,06037197600,Census Tract 1976; Los Angeles County; California,2080,1202,14,0,188,5,1044,1135,945,57.8,0.7,0,9,0.2,50.2,54.6,35.4,64.6
1400000U,06037197700,Census Tract 1977; Los Angeles County; California,4780,1689,198,49,2127,161,1245,1434,3346,35.3,4.1,1,44.5,3.4,26,30,21.4,78.6
1400000U,06037199001,Census Tract 1990.01; Los Angeles County; California,2307,550,27,51,793,0,1298,1466,841,23.8,1.2,2.2,34.4,0,56.3,63.5,0.9,99.1
1400000U,06037199002,Census Tract 1990.02; Los Angeles County; California,2866,1022,19,68,716,0,1286,1577,1289,35.7,0.7,2.4,25,0,44.9,55,19.4,80.6
1400000U,06037199110,Census Tract 1991.10; Los Angeles County; California,2369,995,21,273,222,0,1556,1968,401,42,0.9,11.5,9.4,0,65.7,83.1,7.3,92.7
1400000U,06037199120,Census Tract 1991.20; Los Angeles County; California,3704,818,217,36,1059,26,1972,2215,1489,22.1,5.9,1,28.6,0.7,53.2,59.8,8.3,91.7
1400000U,06037199201,Census Tract 1992.01; Los Angeles County; California,3592,670,41,93,1248,0,1862,2251,1341,18.7,1.1,2.6,34.7,0,51.8,62.7,3.4,96.6
1400000U,06037199202,Census Tract 1992.02; Los Angeles County; California,2450,1037,49,98,323,0,1243,1495,955,42.3,2,4,13.2,0,50.7,61,23.7,76.3
1400000U,06037199300,Census Tract 1993; Los Angeles County; California,3839,1751,122,178,961,0,1597,1944,1895,45.6,3.2,4.6,25,0,41.6,50.6,21.1,78.9
1400000U,06037199400,Census Tract 1994; Los Angeles County; California,4373,913,199,58,1220,0,2334,2662,1711,20.9,4.6,1.3,27.9,0,53.4,60.9,6.7,93.3
1400000U,06037199700,Census Tract 1997; Los Angeles County; California,2936,795,271,226,654,128,1327,1732,1204,27.1,9.2,7.7,22.3,4.4,45.2,59,10.7,89.3
1400000U,06037199801,Census Tract 1998.01; Los Angeles County; California,3842,464,18,164,1043,110,2315,2651,1191,12.1,0.5,4.3,27.1,2.9,60.3,69,1,99
1400000U,06037199802,Census Tract 1998.02; Los Angeles County; California,1975,381,9,70,1077,0,588,763,1212,19.3,0.5,3.5,54.5,0,29.8,38.6,4.5,95.5
1400000U,06037199900,Census Tract 1999; Los Angeles County; California,2295,454,0,19,457,0,1492,1749,546,19.8,0,0.8,19.9,0,65,76.2,2.1,97.9
1400000U,06037201110,Census Tract 2011.10; Los Angeles County; California,2279,1110,52,44,194,0,1387,1710,569,48.7,2.3,1.9,8.5,0,60.9,75,14.2,85.8
1400000U,06037201120,Census Tract 2011.20; Los Angeles County; California,3843,1855,122,380,412,17,2034,2958,885,48.3,3.2,9.9,10.7,0.4,52.9,77,11.9,88.1
1400000U,06037201200,Census Tract 2012; Los Angeles County; California,2677,1220,0,126,231,0,1793,2143,534,45.6,0,4.7,8.6,0,67,80.1,9.7,90.3
1400000U,06037201301,Census Tract 2013.01; Los Angeles County; California,3403,1520,234,93,692,0,1310,2047,1356,44.7,6.9,2.7,20.3,0,38.5,60.2,12.4,87.6
1400000U,06037201302,Census Tract 2013.02; Los Angeles County; California,4083,1527,542,25,1999,0,662,774,3309,37.4,13.3,0.6,49,0,16.2,19,19.9,80.1
1400000U,06037201401,Census Tract 2014.01; Los Angeles County; California,4177,1474,187,89,543,0,2652,3205,972,35.3,4.5,2.1,13,0,63.5,76.7,9.5,90.5
1400000U,06037201402,Census Tract 2014.02; Los Angeles County; California,4113,2429,0,87,687,0,1842,3138,975,59.1,0,2.1,16.7,0,44.8,76.3,7.5,92.5
1400000U,06037201501,Census Tract 2015.01; Los Angeles County; California,5468,1583,314,267,779,0,3327,3914,1554,29,5.7,4.9,14.2,0,60.8,71.6,8.4,91.6
1400000U,06037201503,Census Tract 2015.03; Los Angeles County; California,3133,1324,102,185,207,0,2141,2622,511,42.3,3.3,5.9,6.6,0,68.3,83.7,7.5,92.5
1400000U,06037201504,Census Tract 2015.04; Los Angeles County; California,2063,940,20,49,353,0,1095,1556,507,45.6,1,2.4,17.1,0,53.1,75.4,7.9,92.1
1400000U,06037201601,Census Tract 2016.01; Los Angeles County; California,2310,751,166,111,226,0,1571,1763,547,32.5,7.2,4.8,9.8,0,68,76.3,6.2,93.8
1400000U,06037201602,Census Tract 2016.02; Los Angeles County; California,2766,941,22,54,374,6,1884,2198,568,34,0.8,2,13.5,0.2,68.1,79.5,7.8,92.2
1400000U,06037201700,Census Tract 2017; Los Angeles County; California,5128,1887,436,206,1014,10,2615,3114,2014,36.8,8.5,4,19.8,0.2,51,60.7,14.3,85.7
1400000U,06037203100,Census Tract 2031; Los Angeles County; California,4302,1510,157,16,137,0,3091,3975,327,35.1,3.6,0.4,3.2,0,71.9,92.4,1.6,98.4
1400000U,06037203200,Census Tract 2032; Los Angeles County; California,4995,1570,129,341,74,0,4163,4722,273,31.4,2.6,6.8,1.5,0,83.3,94.5,3.1,96.9
1400000U,06037203300,Census Tract 2033; Los Angeles County; California,2105,789,202,124,329,3,876,1376,729,37.5,9.6,5.9,15.6,0.1,41.6,65.4,12.1,87.9
1400000U,06037203500,Census Tract 2035; Los Angeles County; California,2831,1021,77,96,429,0,1669,2142,689,36.1,2.7,3.4,15.2,0,59,75.7,6.3,93.7
1400000U,06037203601,Census Tract 2036.01; Los Angeles County; California,2664,856,17,17,54,0,2322,2582,82,32.1,0.6,0.6,2,0,87.2,96.9,0.4,99.6
